request_key,request_id,property_key,request_type_key,category,subcategory,owning_team,request_date,resolved_date,created_hour_ist,day_part_ist,priority,status,channel,sla_minutes,resolution_minutes,first_response_minutes,is_sla_breached,reopened_count,csat_score
1387,SR0001396,2,5,Maintenance,Hot water,maintenance,2025-09-22,2025-09-22,16,afternoon,P1,closed,phone,90,153,13.0,True,0,
1388,SR0001397,2,6,Maintenance,Wi-Fi down,maintenance,2025-09-30,2025-09-30,11,morning,P1,closed,whatsapp,60,9,2.0,False,0,
1389,SR0001398,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-10-02,2025-10-02,10,morning,P3,closed,phone,45,24,5.0,False,0,5.0
1390,SR0001399,2,1,Housekeeping,Room not cleaned,housekeeping,2025-11-22,2025-11-22,14,afternoon,P2,closed,phone,60,36,10.0,False,0,
1391,SR0001400,2,10,Billing,Incorrect folio,front_office,2025-11-29,2025-11-29,15,afternoon,P2,closed,phone,240,220,26.0,False,0,
1392,SR0001401,2,3,Housekeeping,Late checkout clean,housekeeping,2025-12-04,2025-12-04,4,overnight,P2,closed,whatsapp,90,20,4.0,False,0,
1393,SR0001402,2,3,Housekeeping,Late checkout clean,housekeeping,2025-12-05,2025-12-05,12,afternoon,P2,closed,phone,90,51,9.0,False,0,5.0
1394,SR0001403,2,8,Front Desk,Late check-in,front_office,2025-12-11,2025-12-11,22,evening,P2,closed,email,30,27,9.0,False,0,
1395,SR0001404,2,5,Maintenance,Hot water,maintenance,2025-12-19,2025-12-19,20,evening,P1,closed,front_desk,90,86,22.0,False,0,5.0
1396,SR0001405,2,9,Front Desk,Key/access issue,front_office,2025-12-23,2025-12-23,21,evening,P1,closed,phone,30,9,1.0,False,1,
1397,SR0001406,2,10,Billing,Incorrect folio,front_office,2026-01-01,2026-01-01,19,evening,P2,closed,front_desk,240,57,17.0,False,0,
1398,SR0001407,2,1,Housekeeping,Room not cleaned,housekeeping,2026-01-02,2026-01-02,17,afternoon,P2,closed,app,60,46,10.0,False,0,
1399,SR0001408,2,5,Maintenance,Hot water,maintenance,2026-01-04,2026-01-04,19,evening,P1,closed,front_desk,90,79,25.0,False,0,
1400,SR0001409,2,4,Maintenance,AC not cooling,maintenance,2026-01-19,2026-01-19,14,afternoon,P1,closed,front_desk,120,15,3.0,False,0,4.0
1401,SR0001410,2,3,Housekeeping,Late checkout clean,housekeeping,2026-01-20,2026-01-20,12,afternoon,P2,closed,whatsapp,90,46,8.0,False,0,
1402,SR0001411,2,5,Maintenance,Hot water,maintenance,2026-01-31,2026-01-31,10,morning,P1,closed,whatsapp,90,9,3.0,False,0,3.0
1403,SR0001412,2,3,Housekeeping,Late checkout clean,housekeeping,2026-02-11,2026-02-11,11,morning,P2,closed,front_desk,90,49,11.0,False,0,
1404,SR0001413,2,6,Maintenance,Wi-Fi down,maintenance,2026-02-13,2026-02-13,15,afternoon,P1,closed,app,60,26,7.0,False,0,5.0
1405,SR0001414,2,7,Maintenance,Plumbing,maintenance,2026-02-14,2026-02-14,10,morning,P2,closed,app,180,423,77.0,True,0,
1406,SR0001415,2,5,Maintenance,Hot water,maintenance,2026-02-16,2026-02-16,10,morning,P1,closed,app,90,65,24.0,False,1,
1407,SR0001416,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-02-20,2026-02-20,23,evening,P3,closed,front_desk,45,9,2.0,False,0,
1408,SR0001417,2,1,Housekeeping,Room not cleaned,housekeeping,2026-02-21,2026-02-21,15,afternoon,P2,closed,whatsapp,60,40,4.0,False,0,
1409,SR0001418,2,5,Maintenance,Hot water,maintenance,2026-02-26,2026-02-26,4,overnight,P1,closed,front_desk,90,28,3.0,False,0,
1410,SR0001419,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-03-03,2026-03-03,15,afternoon,P3,closed,whatsapp,45,11,2.0,False,0,
1411,SR0001420,2,3,Housekeeping,Late checkout clean,housekeeping,2026-03-28,2026-03-28,3,overnight,P2,closed,phone,90,34,12.0,False,1,3.0
1412,SR0001421,2,10,Billing,Incorrect folio,front_office,2026-04-04,2026-04-04,14,afternoon,P2,closed,whatsapp,240,285,104.0,True,0,
1413,SR0001422,2,1,Housekeeping,Room not cleaned,housekeeping,2026-04-08,2026-04-08,16,afternoon,P2,closed,app,60,38,10.0,False,0,
1414,SR0001423,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-10,2026-04-10,17,afternoon,P3,closed,app,45,23,6.0,False,0,
1415,SR0001424,2,10,Billing,Incorrect folio,front_office,2026-04-13,2026-04-13,9,morning,P2,closed,whatsapp,240,132,17.0,False,0,
1416,SR0001425,2,10,Billing,Incorrect folio,front_office,2026-05-05,2026-05-05,17,afternoon,P2,closed,whatsapp,240,305,86.0,True,0,4.0
1417,SR0001426,2,10,Billing,Incorrect folio,front_office,2026-05-21,2026-05-21,22,evening,P2,closed,whatsapp,240,55,10.0,False,0,4.0
1418,SR0001427,2,9,Front Desk,Key/access issue,front_office,2026-05-29,2026-05-29,21,evening,P1,closed,app,30,4,1.0,False,0,
1419,SR0001428,2,10,Billing,Incorrect folio,front_office,2026-05-31,2026-05-31,11,morning,P2,closed,whatsapp,240,208,65.0,False,0,3.0
1420,SR0001429,2,8,Front Desk,Late check-in,front_office,2026-06-05,2026-06-05,20,evening,P2,closed,phone,30,33,6.0,True,0,
1421,SR0001430,2,8,Front Desk,Late check-in,front_office,2026-06-10,2026-06-10,23,evening,P2,closed,whatsapp,30,13,1.0,False,0,
1422,SR0001431,2,1,Housekeeping,Room not cleaned,housekeeping,2026-06-11,2026-06-11,11,morning,P2,closed,phone,60,166,33.0,True,0,3.0
1423,SR0001432,2,4,Maintenance,AC not cooling,maintenance,2026-06-13,2026-06-13,17,afternoon,P1,closed,phone,120,87,25.0,False,0,4.0
1424,SR0001433,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-06-18,2026-06-18,8,morning,P3,closed,app,45,30,5.0,False,0,
1425,SR0001434,2,9,Front Desk,Key/access issue,front_office,2026-06-24,2026-06-24,19,evening,P1,closed,whatsapp,30,16,4.0,False,0,
1426,SR0001435,2,5,Maintenance,Hot water,maintenance,2026-07-02,2026-07-02,18,evening,P1,closed,whatsapp,90,123,24.0,True,0,
1427,SR0001436,2,1,Housekeeping,Room not cleaned,housekeeping,2026-07-06,2026-07-06,14,afternoon,P2,closed,front_desk,60,91,19.0,True,0,5.0
1428,SR0001437,2,10,Billing,Incorrect folio,front_office,2026-07-07,2026-07-07,16,afternoon,P2,closed,whatsapp,240,27,2.0,False,0,
1429,SR0001438,2,9,Front Desk,Key/access issue,front_office,2026-07-16,2026-07-16,14,afternoon,P1,closed,front_desk,30,32,4.0,True,0,
1430,SR0001439,2,5,Maintenance,Hot water,maintenance,2026-07-28,2026-07-28,10,morning,P1,closed,phone,90,17,2.0,False,0,
1431,SR0001440,2,8,Front Desk,Late check-in,front_office,2026-08-01,2026-08-01,13,afternoon,P2,closed,whatsapp,30,18,6.0,False,0,4.0
1432,SR0001441,2,3,Housekeeping,Late checkout clean,housekeeping,2026-08-06,2026-08-06,13,afternoon,P2,closed,whatsapp,90,113,20.0,True,0,3.0
1433,SR0001442,2,8,Front Desk,Late check-in,front_office,2025-02-15,2025-02-15,16,afternoon,P2,closed,phone,30,29,7.0,False,0,4.0
1434,SR0001443,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-02-16,2025-02-16,9,morning,P3,closed,app,45,55,19.0,True,0,
1435,SR0001444,2,8,Front Desk,Late check-in,front_office,2025-02-17,2025-02-17,15,afternoon,P2,closed,whatsapp,30,23,8.0,False,0,
1436,SR0001445,2,1,Housekeeping,Room not cleaned,housekeeping,2025-02-22,2025-02-22,6,morning,P2,closed,whatsapp,60,13,4.0,False,1,
1437,SR0001446,2,1,Housekeeping,Room not cleaned,housekeeping,2025-03-22,2025-03-22,9,morning,P2,closed,phone,60,4,1.0,False,0,
1438,SR0001447,2,8,Front Desk,Late check-in,front_office,2025-03-27,2025-03-27,13,afternoon,P2,closed,front_desk,30,9,1.0,False,0,
1439,SR0001448,2,5,Maintenance,Hot water,maintenance,2025-04-13,2025-04-13,14,afternoon,P1,closed,phone,90,20,5.0,False,0,
1440,SR0001449,2,6,Maintenance,Wi-Fi down,maintenance,2025-05-01,2025-05-01,6,morning,P1,closed,whatsapp,60,27,9.0,False,0,
1441,SR0001450,2,4,Maintenance,AC not cooling,maintenance,2025-05-05,2025-05-05,15,afternoon,P1,closed,whatsapp,120,60,12.0,False,0,5.0
1442,SR0001451,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-05-11,2025-05-11,22,evening,P3,closed,whatsapp,45,20,2.0,False,1,
1443,SR0001452,2,10,Billing,Incorrect folio,front_office,2025-05-16,2025-05-16,15,afternoon,P2,closed,whatsapp,240,122,18.0,False,0,
1444,SR0001453,2,3,Housekeeping,Late checkout clean,housekeeping,2025-05-22,2025-05-22,13,afternoon,P2,closed,whatsapp,90,18,4.0,False,0,
1445,SR0001454,2,3,Housekeeping,Late checkout clean,housekeeping,2025-06-15,2025-06-15,15,afternoon,P2,closed,whatsapp,90,6,1.0,False,0,4.0
1446,SR0001455,2,9,Front Desk,Key/access issue,front_office,2025-06-23,2025-06-23,11,morning,P1,closed,phone,30,48,15.0,True,0,
1447,SR0001456,2,9,Front Desk,Key/access issue,front_office,2025-06-24,2025-06-24,11,morning,P1,closed,phone,30,4,1.0,False,0,
1448,SR0001457,2,10,Billing,Incorrect folio,front_office,2025-06-25,2025-06-26,22,evening,P2,closed,whatsapp,240,122,33.0,False,0,3.0
1449,SR0001458,2,9,Front Desk,Key/access issue,front_office,2025-06-26,2025-06-26,14,afternoon,P1,closed,whatsapp,30,7,1.0,False,0,
1450,SR0001459,2,8,Front Desk,Late check-in,front_office,2025-07-01,2025-07-01,6,morning,P2,closed,front_desk,30,13,4.0,False,0,4.0
1451,SR0001460,2,7,Maintenance,Plumbing,maintenance,2025-07-27,2025-07-27,11,morning,P2,closed,front_desk,180,81,15.0,False,0,
1452,SR0001461,2,5,Maintenance,Hot water,maintenance,2025-07-28,2025-07-28,12,afternoon,P1,closed,app,90,16,6.0,False,0,
1453,SR0001462,2,3,Housekeeping,Late checkout clean,housekeeping,2025-08-18,2025-08-18,10,morning,P2,closed,front_desk,90,45,17.0,False,0,
1454,SR0001463,2,8,Front Desk,Late check-in,front_office,2025-08-23,2025-08-23,7,morning,P2,closed,whatsapp,30,8,1.0,False,0,
1455,SR0001464,2,6,Maintenance,Wi-Fi down,maintenance,2025-09-08,2025-09-08,17,afternoon,P1,closed,whatsapp,60,99,25.0,True,0,
1456,SR0001465,2,9,Front Desk,Key/access issue,front_office,2025-09-14,2025-09-14,15,afternoon,P1,closed,front_desk,30,7,1.0,False,0,5.0
1457,SR0001466,2,3,Housekeeping,Late checkout clean,housekeeping,2025-10-01,2025-10-01,18,evening,P2,closed,whatsapp,90,34,9.0,False,0,5.0
1458,SR0001467,2,3,Housekeeping,Late checkout clean,housekeeping,2025-10-06,2025-10-06,13,afternoon,P2,closed,whatsapp,90,69,10.0,False,0,
1459,SR0001468,2,9,Front Desk,Key/access issue,front_office,2025-10-08,2025-10-08,15,afternoon,P1,closed,app,30,4,1.0,False,0,
1460,SR0001469,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-10-17,2025-10-17,12,afternoon,P3,closed,phone,45,34,6.0,False,0,5.0
1461,SR0001470,2,8,Front Desk,Late check-in,front_office,2025-10-29,2025-10-29,15,afternoon,P2,closed,whatsapp,30,14,3.0,False,0,
1462,SR0001471,2,7,Maintenance,Plumbing,maintenance,2025-11-02,2025-11-02,15,afternoon,P2,closed,phone,180,92,12.0,False,1,5.0
1463,SR0001472,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-11-10,2025-11-10,11,morning,P3,closed,app,45,23,7.0,False,0,
1464,SR0001473,2,1,Housekeeping,Room not cleaned,housekeeping,2025-11-14,2025-11-14,20,evening,P2,closed,email,60,41,4.0,False,0,
1465,SR0001474,2,9,Front Desk,Key/access issue,front_office,2025-12-15,2025-12-15,21,evening,P1,closed,front_desk,30,37,14.0,True,0,
1466,SR0001475,2,5,Maintenance,Hot water,maintenance,2026-01-19,2026-01-19,16,afternoon,P1,closed,phone,90,85,32.0,False,0,
1467,SR0001476,2,9,Front Desk,Key/access issue,front_office,2026-01-25,2026-01-25,20,evening,P1,closed,front_desk,30,4,1.0,False,0,5.0
1468,SR0001477,2,3,Housekeeping,Late checkout clean,housekeeping,2026-01-27,2026-01-27,12,afternoon,P2,closed,whatsapp,90,25,9.0,False,0,
1469,SR0001478,2,6,Maintenance,Wi-Fi down,maintenance,2026-01-28,2026-01-28,19,evening,P1,closed,whatsapp,60,97,16.0,True,0,
1470,SR0001479,2,1,Housekeeping,Room not cleaned,housekeeping,2026-02-04,2026-02-04,15,afternoon,P2,closed,app,60,61,11.0,True,0,2.0
1471,SR0001480,2,7,Maintenance,Plumbing,maintenance,2026-02-10,2026-02-10,18,evening,P2,closed,app,180,106,13.0,False,0,5.0
1472,SR0001481,2,1,Housekeeping,Room not cleaned,housekeeping,2026-02-11,2026-02-11,15,afternoon,P2,closed,whatsapp,60,52,10.0,False,0,
1473,SR0001482,2,3,Housekeeping,Late checkout clean,housekeeping,2026-02-14,2026-02-14,7,morning,P2,closed,app,90,40,7.0,False,0,
1474,SR0001483,2,1,Housekeeping,Room not cleaned,housekeeping,2026-02-26,2026-02-26,15,afternoon,P2,closed,phone,60,4,1.0,False,0,
1475,SR0001484,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-03-01,2026-03-01,5,overnight,P3,closed,whatsapp,45,52,11.0,True,0,
1476,SR0001485,2,3,Housekeeping,Late checkout clean,housekeeping,2026-03-06,2026-03-06,8,morning,P2,closed,front_desk,90,72,25.0,False,0,
1477,SR0001486,2,9,Front Desk,Key/access issue,front_office,2026-03-07,2026-03-07,14,afternoon,P1,closed,whatsapp,30,9,1.0,False,0,
1478,SR0001487,2,4,Maintenance,AC not cooling,maintenance,2026-03-10,2026-03-10,17,afternoon,P1,closed,front_desk,120,124,26.0,True,0,
1479,SR0001488,2,8,Front Desk,Late check-in,front_office,2026-03-13,2026-03-13,16,afternoon,P2,closed,whatsapp,30,27,8.0,False,0,
1480,SR0001489,2,1,Housekeeping,Room not cleaned,housekeeping,2026-03-26,2026-03-26,12,afternoon,P2,closed,front_desk,60,11,1.0,False,0,4.0
1481,SR0001490,2,5,Maintenance,Hot water,maintenance,2026-04-03,2026-04-03,13,afternoon,P1,closed,whatsapp,90,24,8.0,False,0,4.0
1482,SR0001491,2,1,Housekeeping,Room not cleaned,housekeeping,2026-04-10,2026-04-10,18,evening,P2,closed,phone,60,115,34.0,True,0,
1483,SR0001492,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-04-27,2026-04-27,15,afternoon,P3,closed,whatsapp,45,17,2.0,False,0,
1484,SR0001493,2,9,Front Desk,Key/access issue,front_office,2026-05-06,2026-05-06,20,evening,P1,closed,app,30,11,4.0,False,0,
1485,SR0001494,2,6,Maintenance,Wi-Fi down,maintenance,2026-05-24,2026-05-24,18,evening,P1,closed,front_desk,60,25,3.0,False,0,
1486,SR0001495,2,6,Maintenance,Wi-Fi down,maintenance,2026-06-05,2026-06-05,18,evening,P1,closed,phone,60,21,5.0,False,0,
1487,SR0001496,2,10,Billing,Incorrect folio,front_office,2026-06-08,2026-06-08,4,overnight,P2,closed,phone,240,243,33.0,True,0,
1488,SR0001497,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-06-19,2026-06-19,16,afternoon,P3,closed,whatsapp,45,38,11.0,False,0,
1489,SR0001498,2,8,Front Desk,Late check-in,front_office,2026-06-20,2026-06-20,11,morning,P2,closed,app,30,16,3.0,False,1,
1490,SR0001499,2,3,Housekeeping,Late checkout clean,housekeeping,2026-06-27,2026-06-27,13,afternoon,P2,closed,phone,90,158,43.0,True,0,2.0
1491,SR0001500,2,5,Maintenance,Hot water,maintenance,2026-06-28,2026-06-28,11,morning,P1,closed,whatsapp,90,73,14.0,False,0,5.0
1492,SR0001501,2,1,Housekeeping,Room not cleaned,housekeeping,2026-07-11,2026-07-11,8,morning,P2,closed,whatsapp,60,61,21.0,True,0,
1493,SR0001502,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-07-16,2026-07-16,17,afternoon,P3,closed,whatsapp,45,16,4.0,False,0,5.0
1494,SR0001503,2,5,Maintenance,Hot water,maintenance,2026-07-27,2026-07-27,18,evening,P1,closed,app,90,43,5.0,False,0,
1495,SR0001504,2,10,Billing,Incorrect folio,front_office,2026-08-11,2026-08-11,14,afternoon,P2,closed,front_desk,240,50,4.0,False,0,5.0
1496,SR0001505,2,9,Front Desk,Key/access issue,front_office,2025-02-24,2025-02-24,21,evening,P1,closed,whatsapp,30,29,6.0,False,0,
1497,SR0001506,2,5,Maintenance,Hot water,maintenance,2025-03-15,2025-03-15,12,afternoon,P1,closed,app,90,58,20.0,False,0,
1498,SR0001507,2,9,Front Desk,Key/access issue,front_office,2025-03-16,2025-03-16,20,evening,P1,closed,whatsapp,30,18,1.0,False,0,
1499,SR0001508,2,5,Maintenance,Hot water,maintenance,2025-03-27,2025-03-27,8,morning,P1,closed,whatsapp,90,21,5.0,False,0,
1500,SR0001509,2,5,Maintenance,Hot water,maintenance,2025-04-09,2025-04-09,8,morning,P1,closed,front_desk,90,28,8.0,False,0,4.0
1501,SR0001510,2,8,Front Desk,Late check-in,front_office,2025-04-16,2025-04-17,23,evening,P2,closed,front_desk,30,29,3.0,False,0,5.0
1502,SR0001511,2,4,Maintenance,AC not cooling,maintenance,2025-06-15,2025-06-15,11,morning,P1,closed,email,120,48,11.0,False,0,4.0
1503,SR0001512,2,7,Maintenance,Plumbing,maintenance,2025-06-30,2025-06-30,18,evening,P2,closed,phone,180,170,62.0,False,0,
1504,SR0001513,2,7,Maintenance,Plumbing,maintenance,2025-07-21,2025-07-21,13,afternoon,P2,closed,app,180,162,36.0,False,0,
1505,SR0001514,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-08-24,2025-08-24,19,evening,P3,closed,app,45,25,5.0,False,0,
1506,SR0001515,2,7,Maintenance,Plumbing,maintenance,2025-08-31,2025-08-31,12,afternoon,P2,closed,app,180,81,14.0,False,0,5.0
1507,SR0001516,2,3,Housekeeping,Late checkout clean,housekeeping,2025-09-03,2025-09-03,12,afternoon,P2,closed,front_desk,90,48,14.0,False,0,5.0
1508,SR0001517,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-10-09,2025-10-09,16,afternoon,P3,closed,email,45,7,2.0,False,0,5.0
1509,SR0001518,2,6,Maintenance,Wi-Fi down,maintenance,2025-11-10,2025-11-10,15,afternoon,P1,closed,whatsapp,60,36,6.0,False,0,
1510,SR0001519,2,6,Maintenance,Wi-Fi down,maintenance,2025-11-13,2025-11-13,17,afternoon,P1,closed,front_desk,60,40,12.0,False,0,
1511,SR0001520,2,5,Maintenance,Hot water,maintenance,2025-12-04,2025-12-04,19,evening,P1,closed,whatsapp,90,53,13.0,False,0,
1512,SR0001521,2,1,Housekeeping,Room not cleaned,housekeeping,2025-12-11,2025-12-11,18,evening,P2,closed,whatsapp,60,27,5.0,False,0,
1513,SR0001522,2,9,Front Desk,Key/access issue,front_office,2026-01-17,2026-01-17,22,evening,P1,closed,phone,30,32,11.0,True,0,
1514,SR0001523,2,3,Housekeeping,Late checkout clean,housekeeping,2026-01-18,2026-01-18,17,afternoon,P2,closed,whatsapp,90,54,15.0,False,0,
1515,SR0001524,2,8,Front Desk,Late check-in,front_office,2026-02-01,2026-02-01,11,morning,P2,closed,front_desk,30,10,1.0,False,0,
1516,SR0001525,2,3,Housekeeping,Late checkout clean,housekeeping,2026-02-03,2026-02-03,16,afternoon,P2,closed,whatsapp,90,69,13.0,False,0,
1517,SR0001526,2,6,Maintenance,Wi-Fi down,maintenance,2026-02-09,2026-02-09,14,afternoon,P1,closed,phone,60,28,6.0,False,0,4.0
1518,SR0001527,2,4,Maintenance,AC not cooling,maintenance,2026-02-15,2026-02-15,11,morning,P1,closed,whatsapp,120,15,1.0,False,0,4.0
1519,SR0001528,2,10,Billing,Incorrect folio,front_office,2026-02-19,2026-02-19,13,afternoon,P2,closed,phone,240,89,8.0,False,0,
1520,SR0001529,2,4,Maintenance,AC not cooling,maintenance,2026-02-23,2026-02-23,17,afternoon,P1,closed,app,120,52,10.0,False,0,5.0
1521,SR0001530,2,7,Maintenance,Plumbing,maintenance,2026-02-24,2026-02-24,13,afternoon,P2,closed,whatsapp,180,94,27.0,False,0,4.0
1522,SR0001531,2,3,Housekeeping,Late checkout clean,housekeeping,2026-02-27,2026-02-27,8,morning,P2,closed,phone,90,65,7.0,False,0,
1523,SR0001532,2,10,Billing,Incorrect folio,front_office,2026-03-05,2026-03-05,11,morning,P2,closed,front_desk,240,67,16.0,False,1,4.0
1524,SR0001533,2,10,Billing,Incorrect folio,front_office,2026-03-19,2026-03-19,9,morning,P2,closed,whatsapp,240,358,40.0,True,0,2.0
1525,SR0001534,2,10,Billing,Incorrect folio,front_office,2026-05-05,2026-05-05,15,afternoon,P2,closed,whatsapp,240,269,26.0,True,0,3.0
1526,SR0001535,2,3,Housekeeping,Late checkout clean,housekeeping,2026-05-08,2026-05-08,21,evening,P2,closed,whatsapp,90,114,42.0,True,0,
1527,SR0001536,2,6,Maintenance,Wi-Fi down,maintenance,2026-05-13,2026-05-13,12,afternoon,P1,closed,whatsapp,60,34,10.0,False,1,
1528,SR0001537,2,5,Maintenance,Hot water,maintenance,2026-05-18,2026-05-19,23,evening,P1,closed,phone,90,103,32.0,True,0,
1529,SR0001538,2,9,Front Desk,Key/access issue,front_office,2026-06-06,2026-06-06,19,evening,P1,closed,whatsapp,30,12,4.0,False,0,
1530,SR0001539,2,1,Housekeeping,Room not cleaned,housekeeping,2026-06-13,2026-06-13,19,evening,P2,closed,front_desk,60,17,2.0,False,0,
1531,SR0001540,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-06-15,2026-06-15,15,afternoon,P3,closed,front_desk,45,8,1.0,False,0,3.0
1532,SR0001541,2,9,Front Desk,Key/access issue,front_office,2026-07-08,2026-07-08,8,morning,P1,closed,whatsapp,30,14,3.0,False,0,
1533,SR0001542,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-07-10,2026-07-10,3,overnight,P3,closed,whatsapp,45,19,2.0,False,0,4.0
1534,SR0001543,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-07-17,2026-07-17,15,afternoon,P3,closed,front_desk,45,21,8.0,False,0,5.0
1535,SR0001544,2,7,Maintenance,Plumbing,maintenance,2026-07-20,2026-07-20,11,morning,P2,closed,phone,180,169,54.0,False,0,5.0
1536,SR0001545,2,7,Maintenance,Plumbing,maintenance,2026-07-24,2026-07-24,15,afternoon,P2,closed,app,180,417,97.0,True,0,3.0
1537,SR0001546,2,2,Housekeeping,Extra towels/linen,housekeeping,2026-08-10,2026-08-10,12,afternoon,P3,closed,phone,45,42,4.0,False,0,4.0
1538,SR0001547,2,6,Maintenance,Wi-Fi down,maintenance,2025-02-05,2025-02-05,21,evening,P1,closed,front_desk,60,32,11.0,False,0,4.0
1539,SR0001548,2,3,Housekeeping,Late checkout clean,housekeeping,2025-02-06,2025-02-06,9,morning,P2,closed,whatsapp,90,32,9.0,False,0,
1540,SR0001549,2,7,Maintenance,Plumbing,maintenance,2025-02-11,2025-02-11,20,evening,P2,closed,whatsapp,180,70,20.0,False,0,3.0
1541,SR0001550,2,9,Front Desk,Key/access issue,front_office,2025-02-27,2025-02-27,7,morning,P1,closed,whatsapp,30,5,1.0,False,0,2.0
1542,SR0001551,2,6,Maintenance,Wi-Fi down,maintenance,2025-03-15,2025-03-15,9,morning,P1,closed,front_desk,60,26,5.0,False,0,4.0
1543,SR0001552,2,8,Front Desk,Late check-in,front_office,2025-03-29,2025-03-29,13,afternoon,P2,closed,whatsapp,30,18,3.0,False,0,
1544,SR0001553,2,1,Housekeeping,Room not cleaned,housekeeping,2025-04-07,2025-04-07,19,evening,P2,closed,whatsapp,60,67,22.0,True,0,
1545,SR0001554,2,5,Maintenance,Hot water,maintenance,2025-04-14,2025-04-14,18,evening,P1,closed,front_desk,90,80,22.0,False,0,
1546,SR0001555,2,5,Maintenance,Hot water,maintenance,2025-04-17,2025-04-17,9,morning,P1,closed,whatsapp,90,134,50.0,True,0,
1547,SR0001556,2,9,Front Desk,Key/access issue,front_office,2025-04-18,2025-04-18,23,evening,P1,closed,whatsapp,30,21,8.0,False,0,5.0
1548,SR0001557,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-04-20,2025-04-20,13,afternoon,P3,closed,whatsapp,45,7,1.0,False,0,5.0
1549,SR0001558,2,1,Housekeeping,Room not cleaned,housekeeping,2025-04-23,2025-04-23,20,evening,P2,closed,app,60,117,45.0,True,0,2.0
1550,SR0001559,2,6,Maintenance,Wi-Fi down,maintenance,2025-05-03,2025-05-03,6,morning,P1,closed,whatsapp,60,54,14.0,False,0,
1551,SR0001560,2,4,Maintenance,AC not cooling,maintenance,2025-05-10,2025-05-10,9,morning,P1,closed,phone,120,127,24.0,True,0,
1552,SR0001561,2,9,Front Desk,Key/access issue,front_office,2025-05-26,2025-05-26,17,afternoon,P1,closed,app,30,6,1.0,False,0,
1553,SR0001562,2,8,Front Desk,Late check-in,front_office,2025-06-11,2025-06-11,16,afternoon,P2,closed,whatsapp,30,35,4.0,True,0,2.0
1554,SR0001563,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-06-15,2025-06-15,5,overnight,P3,closed,email,45,9,2.0,False,0,
1555,SR0001564,2,10,Billing,Incorrect folio,front_office,2025-06-24,2025-06-24,13,afternoon,P2,closed,email,240,36,8.0,False,0,4.0
1556,SR0001565,2,10,Billing,Incorrect folio,front_office,2025-07-02,2025-07-03,15,afternoon,P2,closed,whatsapp,240,605,96.0,True,0,
1557,SR0001566,2,4,Maintenance,AC not cooling,maintenance,2025-08-07,2025-08-07,16,afternoon,P1,closed,app,120,119,20.0,False,0,
1558,SR0001567,2,4,Maintenance,AC not cooling,maintenance,2025-08-09,2025-08-09,13,afternoon,P1,closed,whatsapp,120,150,12.0,True,0,
1559,SR0001568,2,4,Maintenance,AC not cooling,maintenance,2025-08-14,2025-08-14,12,afternoon,P1,closed,app,120,25,7.0,False,0,5.0
1560,SR0001569,2,5,Maintenance,Hot water,maintenance,2025-08-27,2025-08-27,18,evening,P1,closed,whatsapp,90,35,9.0,False,0,
1561,SR0001570,2,3,Housekeeping,Late checkout clean,housekeeping,2025-09-01,2025-09-01,11,morning,P2,closed,front_desk,90,59,8.0,False,0,5.0
1562,SR0001571,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-09-20,2025-09-20,14,afternoon,P3,closed,whatsapp,45,11,3.0,False,0,
1563,SR0001572,2,2,Housekeeping,Extra towels/linen,housekeeping,2025-10-28,2025-10-28,9,morning,P3,closed,phone,45,11,4.0,False,0,
1564,SR0001573,2,8,Front Desk,Late check-in,front_office,2025-10-29,2025-10-29,18,evening,P2,closed,phone,30,13,4.0,False,0,
1565,SR0001574,2,7,Maintenance,Plumbing,maintenance,2025-11-01,2025-11-01,15,afternoon,P2,closed,whatsapp,180,27,7.0,False,0,5.0
1566,SR0001575,2,9,Front Desk,Key/access issue,front_office,2025-11-06,2025-11-06,14,afternoon,P1,closed,whatsapp,30,4,1.0,False,1,
1567,SR0001576,2,8,Front Desk,Late check-in,front_office,2025-11-08,2025-11-08,15,afternoon,P2,closed,phone,30,12,1.0,False,0,
1568,SR0001577,2,7,Maintenance,Plumbing,maintenance,2025-11-11,2025-11-11,16,afternoon,P2,closed,phone,180,169,62.0,False,0,
