property_key,property_code,stay_date,date_key,year_month,day_name,is_weekend,rooms_available,rooms_out_of_order,unit_nights_physical,rooms_sold,rooms_sold_microstay,room_revenue_net_inr,gst_inr,room_revenue_gross_inr,commission_inr,net_after_commission_inr,occupancy_pct,occupancy_pct_benchmark,occupancy_ooo_gap_pp,adr_inr,adr_excl_microstay_inr,revpar_inr
1,BLR-BTM,2026-01-24,20260124,2026-01,Saturday,True,16,0,16,14,1,57069.38,2853.48,59922.86,5448.51,51620.87,87.50,87.50,0.00,4076.38,4252.92,3566.84
1,BLR-BTM,2025-04-16,20250416,2025-04,Wednesday,False,16,0,16,14,0,62780.23,7533.62,70313.85,5154.40,57625.83,87.50,87.50,0.00,4484.30,4484.30,3923.76
2,BLR-KOR,2025-12-09,20251209,2025-12,Tuesday,False,14,0,14,13,0,59737.65,2986.89,62724.54,2497.03,57240.62,92.86,92.86,0.00,4595.20,4595.20,4266.98
1,BLR-BTM,2026-06-19,20260619,2026-06,Friday,False,16,0,16,13,0,61806.08,3090.31,64896.39,1767.36,60038.72,81.25,81.25,0.00,4754.31,4754.31,3862.88
1,BLR-BTM,2025-03-27,20250327,2025-03,Thursday,False,16,0,16,16,0,71269.06,8552.29,79821.35,3922.49,67346.57,100.00,100.00,0.00,4454.32,4454.32,4454.32
1,BLR-BTM,2026-06-26,20260626,2026-06,Friday,False,16,0,16,9,0,37383.72,1869.20,39252.92,785.53,36598.19,56.25,56.25,0.00,4153.75,4153.75,2336.48
1,BLR-BTM,2025-08-16,20250816,2025-08,Saturday,True,16,0,16,13,0,56203.04,6744.36,62947.40,3416.41,52786.63,81.25,81.25,0.00,4323.31,4323.31,3512.69
3,BLR-HSR,2026-08-08,20260808,2026-08,Saturday,True,9,1,10,3,0,12052.81,602.64,12655.45,1545.45,10507.36,33.33,30.00,3.33,4017.60,4017.60,1339.20
2,BLR-KOR,2025-08-14,20250814,2025-08,Thursday,False,14,0,14,14,1,66026.21,8385.74,74411.95,4405.25,61620.96,100.00,100.00,0.00,4716.16,5006.18,4716.16
2,BLR-KOR,2025-06-03,20250603,2025-06,Tuesday,False,13,1,14,8,0,34578.11,4149.36,38727.47,1698.81,32879.30,61.54,57.14,4.40,4322.26,4322.26,2659.85
1,BLR-BTM,2026-08-06,20260806,2026-08,Thursday,False,16,0,16,15,0,70963.94,3548.19,74512.13,5447.46,65516.48,93.75,93.75,0.00,4730.93,4730.93,4435.25
3,BLR-HSR,2026-06-27,20260627,2026-06,Saturday,True,9,1,10,4,0,15435.24,771.77,16207.01,1327.74,14107.50,44.44,40.00,4.44,3858.81,3858.81,1715.03
2,BLR-KOR,2026-06-02,20260602,2026-06,Tuesday,False,14,0,14,14,0,65474.34,4294.79,69769.13,1428.55,64045.79,100.00,100.00,0.00,4676.74,4676.74,4676.74
1,BLR-BTM,2025-10-22,20251022,2025-10,Wednesday,False,16,0,16,16,0,66204.93,3310.23,69515.16,4046.07,62158.86,100.00,100.00,0.00,4137.81,4137.81,4137.81
3,BLR-HSR,2026-07-06,20260706,2026-07,Monday,False,10,0,10,8,0,31108.32,1555.41,32663.73,3748.82,27359.50,80.00,80.00,0.00,3888.54,3888.54,3110.83
2,BLR-KOR,2025-11-28,20251128,2025-11,Friday,False,14,0,14,9,0,44094.65,2204.75,46299.40,4304.47,39790.18,64.29,64.29,0.00,4899.41,4899.41,3149.62
2,BLR-KOR,2025-04-22,20250422,2025-04,Tuesday,False,14,0,14,13,0,59769.28,7172.30,66941.58,4865.77,54903.51,92.86,92.86,0.00,4597.64,4597.64,4269.23
1,BLR-BTM,2025-11-12,20251112,2025-11,Wednesday,False,15,1,16,15,0,68275.73,3413.78,71689.51,4110.14,64165.59,100.00,93.75,6.25,4551.72,4551.72,4551.72
1,BLR-BTM,2025-05-27,20250527,2025-05,Tuesday,False,16,0,16,14,1,53751.09,6450.13,60201.22,3107.13,50643.96,87.50,87.50,0.00,3839.36,3991.41,3359.44
2,BLR-KOR,2025-11-13,20251113,2025-11,Thursday,False,14,0,14,9,1,38497.50,1924.87,40422.37,959.23,37538.27,64.29,64.29,0.00,4277.50,4666.82,2749.82
2,BLR-KOR,2025-05-17,20250517,2025-05,Saturday,True,14,0,14,11,1,45853.07,5502.36,51355.43,2617.53,43235.54,78.57,78.57,0.00,4168.46,4494.26,3275.22
2,BLR-KOR,2025-07-19,20250719,2025-07,Saturday,True,13,1,14,9,0,40557.23,4866.87,45424.10,904.15,39653.08,69.23,64.29,4.95,4506.36,4506.36,3119.79
1,BLR-BTM,2025-11-06,20251106,2025-11,Thursday,False,16,0,16,13,0,58411.55,2920.58,61332.13,5820.21,52591.34,81.25,81.25,0.00,4493.20,4493.20,3650.72
2,BLR-KOR,2025-09-05,20250905,2025-09,Friday,False,14,0,14,10,0,51184.00,6142.09,57326.09,4657.27,46526.73,71.43,71.43,0.00,5118.40,5118.40,3656.00
1,BLR-BTM,2026-04-06,20260406,2026-04,Monday,False,16,0,16,13,0,59714.59,2985.74,62700.33,5864.95,53849.64,81.25,81.25,0.00,4593.43,4593.43,3732.16
2,BLR-KOR,2026-01-16,20260116,2026-01,Friday,False,14,0,14,10,0,45657.33,3285.30,48942.63,3407.76,42249.57,71.43,71.43,0.00,4565.73,4565.73,3261.24
2,BLR-KOR,2025-07-02,20250702,2025-07,Wednesday,False,14,0,14,9,0,46873.21,6569.15,53442.36,1748.86,45124.35,64.29,64.29,0.00,5208.13,5208.13,3348.09
2,BLR-KOR,2025-07-29,20250729,2025-07,Tuesday,False,14,0,14,6,0,26204.39,3144.53,29348.92,1654.72,24549.67,42.86,42.86,0.00,4367.40,4367.40,1871.74
2,BLR-KOR,2025-04-29,20250429,2025-04,Tuesday,False,14,0,14,11,0,55346.44,6641.58,61988.02,5754.83,49591.61,78.57,78.57,0.00,5031.49,5031.49,3953.32
2,BLR-KOR,2025-02-19,20250219,2025-02,Wednesday,False,13,1,14,9,1,40705.73,5378.57,46084.30,3929.08,36776.65,69.23,64.29,4.95,4522.86,4893.74,3131.21
2,BLR-KOR,2025-12-28,20251228,2025-12,Sunday,True,13,1,14,8,0,36221.65,1811.09,38032.74,3397.69,32823.96,61.54,57.14,4.40,4527.71,4527.71,2786.28
1,BLR-BTM,2025-10-21,20251021,2025-10,Tuesday,False,16,0,16,15,0,59861.45,2993.05,62854.50,3903.95,55957.50,93.75,93.75,0.00,3990.76,3990.76,3741.34
1,BLR-BTM,2026-01-11,20260111,2026-01,Sunday,True,15,1,16,15,1,62508.53,3125.43,65633.96,6004.91,56503.62,100.00,93.75,6.25,4167.24,4378.08,4167.24
1,BLR-BTM,2025-08-06,20250806,2025-08,Wednesday,False,14,2,16,10,1,43618.03,5234.18,48852.21,1526.22,42091.81,71.43,62.50,8.93,4361.80,4735.46,3115.57
2,BLR-KOR,2026-07-08,20260708,2026-07,Wednesday,False,14,0,14,14,0,67925.97,3396.32,71322.29,5450.52,62475.45,100.00,100.00,0.00,4851.86,4851.86,4851.86
2,BLR-KOR,2025-09-02,20250902,2025-09,Tuesday,False,13,1,14,8,0,36759.44,4411.14,41170.58,1597.59,35161.85,61.54,57.14,4.40,4594.93,4594.93,2827.65
2,BLR-KOR,2026-05-13,20260513,2026-05,Wednesday,False,14,0,14,12,1,51190.82,2559.55,53750.37,5468.60,45722.22,85.71,85.71,0.00,4265.90,4456.11,3656.49
2,BLR-KOR,2026-04-07,20260407,2026-04,Tuesday,False,13,1,14,11,0,49954.13,2497.71,52451.84,4789.97,45164.16,84.62,78.57,6.04,4541.28,4541.28,3842.63
1,BLR-BTM,2025-11-13,20251113,2025-11,Thursday,False,14,2,16,13,0,61224.02,3061.20,64285.22,3576.72,57647.30,92.86,81.25,11.61,4709.54,4709.54,4373.14
1,BLR-BTM,2025-06-26,20250626,2025-06,Thursday,False,15,1,16,13,0,57745.81,6929.50,64675.31,5275.30,52470.51,86.67,81.25,5.42,4441.99,4441.99,3849.72
1,BLR-BTM,2025-05-05,20250505,2025-05,Monday,False,16,0,16,5,0,22818.99,2738.28,25557.27,1961.73,20857.26,31.25,31.25,0.00,4563.80,4563.80,1426.19
1,BLR-BTM,2025-04-24,20250424,2025-04,Thursday,False,16,0,16,13,2,51353.90,6162.46,57516.36,6266.18,45087.72,81.25,81.25,0.00,3950.30,4473.32,3209.62
2,BLR-KOR,2025-10-13,20251013,2025-10,Monday,False,14,0,14,6,0,24486.84,1224.34,25711.18,2291.41,22195.43,42.86,42.86,0.00,4081.14,4081.14,1749.06
2,BLR-KOR,2026-08-04,20260804,2026-08,Tuesday,False,14,0,14,13,0,65493.41,4282.24,69775.65,4625.63,60867.78,92.86,92.86,0.00,5037.95,5037.95,4678.10
1,BLR-BTM,2025-07-18,20250718,2025-07,Friday,False,16,0,16,13,0,55418.93,6650.27,62069.20,4274.18,51144.75,81.25,81.25,0.00,4262.99,4262.99,3463.68
2,BLR-KOR,2025-03-25,20250325,2025-03,Tuesday,False,13,1,14,10,2,44433.04,5331.96,49765.00,1161.33,43271.71,76.92,71.43,5.49,4443.30,5154.74,3417.93
2,BLR-KOR,2025-08-27,20250827,2025-08,Wednesday,False,14,0,14,12,0,56966.61,7306.91,64273.52,7005.03,49961.58,85.71,85.71,0.00,4747.22,4747.22,4069.04
3,BLR-HSR,2026-03-16,20260316,2026-03,Monday,False,8,2,10,4,0,13539.67,676.99,14216.66,475.55,13064.12,50.00,40.00,10.00,3384.92,3384.92,1692.46
2,BLR-KOR,2025-04-10,20250410,2025-04,Thursday,False,14,0,14,12,0,57449.95,6893.99,64343.94,4555.41,52894.54,85.71,85.71,0.00,4787.50,4787.50,4103.57
1,BLR-BTM,2026-01-15,20260115,2026-01,Thursday,False,16,0,16,16,0,68809.58,3440.46,72250.04,4196.28,64613.30,100.00,100.00,0.00,4300.60,4300.60,4300.60
1,BLR-BTM,2026-03-04,20260304,2026-03,Wednesday,False,15,1,16,13,1,52641.53,2632.09,55273.62,5485.16,47156.37,86.67,81.25,5.42,4049.35,4303.57,3509.44
2,BLR-KOR,2026-07-14,20260714,2026-07,Tuesday,False,14,0,14,14,1,65906.04,3295.31,69201.35,5194.73,60711.31,100.00,100.00,0.00,4707.57,4918.92,4707.57
1,BLR-BTM,2026-07-30,20260730,2026-07,Thursday,False,15,1,16,7,0,30891.07,1544.55,32435.62,2536.73,28354.34,46.67,43.75,2.92,4413.01,4413.01,2059.40
2,BLR-KOR,2025-11-11,20251111,2025-11,Tuesday,False,13,1,14,13,1,55887.55,2794.37,58681.92,3391.88,52495.67,100.00,92.86,7.14,4299.04,4488.93,4299.04
2,BLR-KOR,2025-07-04,20250704,2025-07,Friday,False,14,0,14,2,0,11343.55,1361.22,12704.77,0.00,11343.55,14.29,14.29,0.00,5671.78,5671.78,810.25
2,BLR-KOR,2025-10-26,20251026,2025-10,Sunday,True,13,1,14,10,0,44468.50,2223.43,46691.93,3672.58,40795.92,76.92,71.43,5.49,4446.85,4446.85,3420.65
3,BLR-HSR,2026-07-03,20260703,2026-07,Friday,False,10,0,10,3,0,13364.57,668.23,14032.80,831.26,12533.31,30.00,30.00,0.00,4454.86,4454.86,1336.46
2,BLR-KOR,2025-12-18,20251218,2025-12,Thursday,False,14,0,14,10,1,44454.85,2222.76,46677.61,4176.27,40278.58,71.43,71.43,0.00,4445.49,4712.91,3175.35
2,BLR-KOR,2026-04-14,20260414,2026-04,Tuesday,False,12,2,14,11,0,52113.30,3664.04,55777.34,3992.26,48121.04,91.67,78.57,13.10,4737.57,4737.57,4342.78
1,BLR-BTM,2025-08-19,20250819,2025-08,Tuesday,False,16,0,16,15,0,68327.14,8199.26,76526.40,3779.37,64547.77,93.75,93.75,0.00,4555.14,4555.14,4270.45
2,BLR-KOR,2026-07-25,20260725,2026-07,Saturday,True,14,0,14,13,0,60347.37,3017.37,63364.74,6366.62,53980.75,92.86,92.86,0.00,4642.11,4642.11,4310.53
2,BLR-KOR,2025-11-29,20251129,2025-11,Saturday,True,14,0,14,8,0,35918.55,1795.95,37714.50,1947.15,33971.40,57.14,57.14,0.00,4489.82,4489.82,2565.61
1,BLR-BTM,2025-04-18,20250418,2025-04,Friday,False,16,0,16,7,0,32350.12,3882.02,36232.14,2951.52,29398.60,43.75,43.75,0.00,4621.45,4621.45,2021.88
2,BLR-KOR,2025-05-14,20250514,2025-05,Wednesday,False,13,1,14,13,0,62036.21,7904.25,69940.46,4283.49,57752.72,100.00,92.86,7.14,4772.02,4772.02,4772.02
2,BLR-KOR,2026-02-19,20260219,2026-02,Thursday,False,14,0,14,13,0,63843.59,3192.17,67035.76,3201.45,60642.14,92.86,92.86,0.00,4911.05,4911.05,4560.26
1,BLR-BTM,2025-12-03,20251203,2025-12,Wednesday,False,15,1,16,14,0,63416.74,3170.85,66587.59,5119.78,58296.96,93.33,87.50,5.83,4529.77,4529.77,4227.78
3,BLR-HSR,2026-07-13,20260713,2026-07,Monday,False,10,0,10,7,0,26987.83,1349.40,28337.23,1139.32,25848.51,70.00,70.00,0.00,3855.40,3855.40,2698.78
3,BLR-HSR,2026-03-10,20260310,2026-03,Tuesday,False,10,0,10,5,0,17579.67,878.99,18458.66,1845.61,15734.06,50.00,50.00,0.00,3515.93,3515.93,1757.97
3,BLR-HSR,2026-06-05,20260605,2026-06,Friday,False,10,0,10,10,0,36284.55,1814.24,38098.79,2192.33,34092.22,100.00,100.00,0.00,3628.46,3628.46,3628.46
1,BLR-BTM,2025-03-02,20250302,2025-03,Sunday,True,16,0,16,9,1,34907.00,4188.84,39095.84,1510.60,33396.40,56.25,56.25,0.00,3878.56,4222.38,2181.69
2,BLR-KOR,2025-09-21,20250921,2025-09,Sunday,True,14,0,14,13,0,59666.60,7159.99,66826.59,5709.16,53957.44,92.86,92.86,0.00,4589.74,4589.74,4261.90
1,BLR-BTM,2026-08-05,20260805,2026-08,Wednesday,False,16,0,16,15,0,70761.61,3538.07,74299.68,5438.18,65323.43,93.75,93.75,0.00,4717.44,4717.44,4422.60
3,BLR-HSR,2026-04-09,20260409,2026-04,Thursday,False,9,1,10,4,0,15023.22,751.16,15774.38,602.68,14420.54,44.44,40.00,4.44,3755.81,3755.81,1669.25
2,BLR-KOR,2025-03-23,20250323,2025-03,Sunday,True,14,0,14,7,0,34117.10,4094.04,38211.14,2087.38,32029.72,50.00,50.00,0.00,4873.87,4873.87,2436.94
2,BLR-KOR,2026-05-06,20260506,2026-05,Wednesday,False,14,0,14,14,1,64515.13,3225.75,67740.88,3358.46,61156.67,100.00,100.00,0.00,4608.22,4853.36,4608.22
3,BLR-HSR,2026-07-27,20260727,2026-07,Monday,False,10,0,10,4,0,13809.94,690.51,14500.45,0.00,13809.94,40.00,40.00,0.00,3452.49,3452.49,1380.99
2,BLR-KOR,2026-03-13,20260313,2026-03,Friday,False,14,0,14,10,0,48488.71,3426.62,51915.33,2159.34,46329.37,71.43,71.43,0.00,4848.87,4848.87,3463.48
1,BLR-BTM,2026-04-02,20260402,2026-04,Thursday,False,16,0,16,11,0,48244.23,2412.22,50656.45,4489.43,43754.80,68.75,68.75,0.00,4385.84,4385.84,3015.26
2,BLR-KOR,2026-05-16,20260516,2026-05,Saturday,True,14,0,14,7,0,33020.88,1651.04,34671.92,2965.56,30055.32,50.00,50.00,0.00,4717.27,4717.27,2358.63
2,BLR-KOR,2025-04-15,20250415,2025-04,Tuesday,False,14,0,14,13,0,62269.36,7472.32,69741.68,3354.24,58915.12,92.86,92.86,0.00,4789.95,4789.95,4447.81
2,BLR-KOR,2026-03-12,20260312,2026-03,Thursday,False,14,0,14,13,1,60456.59,4025.01,64481.60,1636.01,58820.58,92.86,92.86,0.00,4650.51,4956.81,4318.33
2,BLR-KOR,2025-11-09,20251109,2025-11,Sunday,True,14,0,14,12,1,53186.00,2659.30,55845.30,5170.25,48015.75,85.71,85.71,0.00,4432.17,4714.21,3799.00
2,BLR-KOR,2025-12-22,20251222,2025-12,Monday,False,13,1,14,10,2,40344.46,2017.22,42361.68,3339.86,37004.60,76.92,71.43,5.49,4034.45,4734.22,3103.42
2,BLR-KOR,2026-04-13,20260413,2026-04,Monday,False,14,0,14,13,0,59704.52,4043.60,63748.12,3359.75,56344.77,92.86,92.86,0.00,4592.66,4592.66,4264.61
3,BLR-HSR,2026-07-17,20260717,2026-07,Friday,False,9,1,10,9,0,33925.48,1696.27,35621.75,2280.29,31645.19,100.00,90.00,10.00,3769.50,3769.50,3769.50
1,BLR-BTM,2025-05-11,20250511,2025-05,Sunday,True,15,1,16,9,0,37581.58,4509.79,42091.37,2977.59,34603.99,60.00,56.25,3.75,4175.73,4175.73,2505.44
3,BLR-HSR,2026-04-15,20260415,2026-04,Wednesday,False,10,0,10,4,1,11848.93,592.44,12441.37,101.23,11747.70,40.00,40.00,0.00,2962.23,3668.44,1184.89
1,BLR-BTM,2025-06-12,20250612,2025-06,Thursday,False,16,0,16,14,0,62253.41,7470.42,69723.83,5559.65,56693.76,87.50,87.50,0.00,4446.67,4446.67,3890.84
2,BLR-KOR,2025-05-15,20250515,2025-05,Thursday,False,14,0,14,13,0,60072.15,7668.58,67740.73,3696.61,56375.54,92.86,92.86,0.00,4620.93,4620.93,4290.87
2,BLR-KOR,2026-03-23,20260323,2026-03,Monday,False,14,0,14,10,0,46049.77,2302.49,48352.26,3814.15,42235.62,71.43,71.43,0.00,4604.98,4604.98,3289.27
3,BLR-HSR,2026-08-04,20260804,2026-08,Tuesday,False,9,1,10,4,0,14405.75,720.29,15126.04,645.29,13760.46,44.44,40.00,4.44,3601.44,3601.44,1600.64
2,BLR-KOR,2025-09-22,20250922,2025-09,Monday,False,13,1,14,13,1,54976.52,2748.83,57725.35,4200.66,50775.86,100.00,92.86,7.14,4228.96,4457.70,4228.96
3,BLR-HSR,2026-07-16,20260716,2026-07,Thursday,False,9,1,10,9,0,35676.35,1783.82,37460.17,1462.16,34214.19,100.00,90.00,10.00,3964.04,3964.04,3964.04
2,BLR-KOR,2025-07-06,20250706,2025-07,Sunday,True,13,1,14,7,0,35392.35,4247.09,39639.44,2674.39,32717.96,53.85,50.00,3.85,5056.05,5056.05,2722.49
2,BLR-KOR,2026-05-12,20260512,2026-05,Tuesday,False,14,0,14,7,1,28490.10,1424.51,29914.61,2819.32,25670.78,50.00,50.00,0.00,4070.01,4560.70,2035.01
1,BLR-BTM,2025-12-07,20251207,2025-12,Sunday,True,16,0,16,15,2,58265.59,2913.29,61178.88,4113.93,54151.66,93.75,93.75,0.00,3884.37,4325.50,3641.60
2,BLR-KOR,2026-04-23,20260423,2026-04,Thursday,False,13,1,14,11,1,51868.04,3651.77,55519.81,3251.26,48616.78,84.62,78.57,6.04,4715.28,5034.60,3989.85
2,BLR-KOR,2025-10-17,20251017,2025-10,Friday,False,14,0,14,11,0,56034.72,3813.00,59847.72,5130.61,50904.11,78.57,78.57,0.00,5094.07,5094.07,4002.48
1,BLR-BTM,2025-11-08,20251108,2025-11,Saturday,True,15,1,16,12,1,46208.33,2310.40,48518.73,4682.95,41525.38,80.00,75.00,5.00,3850.69,4091.39,3080.56
1,BLR-BTM,2025-09-27,20250927,2025-09,Saturday,True,14,2,16,7,0,36028.90,1801.44,37830.34,3572.29,32456.61,50.00,43.75,6.25,5146.99,5146.99,2573.49
2,BLR-KOR,2026-02-03,20260203,2026-02,Tuesday,False,14,0,14,12,1,53096.16,2654.81,55750.97,4924.30,48171.86,85.71,85.71,0.00,4424.68,4720.77,3792.58
1,BLR-BTM,2026-06-07,20260607,2026-06,Sunday,True,16,0,16,12,0,54454.73,2722.74,57177.47,1925.99,52528.74,75.00,75.00,0.00,4537.89,4537.89,3403.42
2,BLR-KOR,2025-06-05,20250605,2025-06,Thursday,False,14,0,14,12,0,55062.83,6607.53,61670.36,3820.92,51241.91,85.71,85.71,0.00,4588.57,4588.57,3933.06
2,BLR-KOR,2025-03-08,20250308,2025-03,Saturday,True,14,0,14,6,0,23008.42,2761.01,25769.43,1759.61,21248.81,42.86,42.86,0.00,3834.74,3834.74,1643.46
1,BLR-BTM,2026-01-17,20260117,2026-01,Saturday,True,16,0,16,10,0,43056.97,2152.85,45209.82,2914.73,40142.24,62.50,62.50,0.00,4305.70,4305.70,2691.06
3,BLR-HSR,2026-04-27,20260427,2026-04,Monday,False,10,0,10,7,0,25325.75,1266.29,26592.04,1929.49,23396.26,70.00,70.00,0.00,3617.96,3617.96,2532.58
2,BLR-KOR,2025-10-15,20251015,2025-10,Wednesday,False,14,0,14,14,1,64856.80,4337.08,69193.88,3958.05,60898.75,100.00,100.00,0.00,4632.63,4903.78,4632.63
2,BLR-KOR,2025-07-15,20250715,2025-07,Tuesday,False,13,1,14,12,0,60671.96,7280.63,67952.59,3772.51,56899.45,92.31,85.71,6.59,5056.00,5056.00,4667.07
2,BLR-KOR,2025-03-04,20250304,2025-03,Tuesday,False,13,1,14,9,0,40705.74,5335.87,46041.61,3164.20,37541.54,69.23,64.29,4.95,4522.86,4522.86,3131.21
2,BLR-KOR,2025-05-11,20250511,2025-05,Sunday,True,13,1,14,10,0,48474.56,6276.86,54751.42,3874.14,44600.42,76.92,71.43,5.49,4847.46,4847.46,3728.81
2,BLR-KOR,2025-02-22,20250222,2025-02,Saturday,True,14,0,14,10,1,41092.38,4931.08,46023.46,3132.95,37959.43,71.43,71.43,0.00,4109.24,4467.29,2935.17
2,BLR-KOR,2025-12-11,20251211,2025-12,Thursday,False,14,0,14,13,0,59498.16,2974.90,62473.06,4319.46,55178.70,92.86,92.86,0.00,4576.78,4576.78,4249.87
2,BLR-KOR,2025-04-17,20250417,2025-04,Thursday,False,13,1,14,13,0,59262.21,7111.45,66373.66,4174.95,55087.26,100.00,92.86,7.14,4558.63,4558.63,4558.63
1,BLR-BTM,2025-09-13,20250913,2025-09,Saturday,True,15,1,16,10,0,43399.92,5207.99,48607.91,2161.20,41238.72,66.67,62.50,4.17,4339.99,4339.99,2893.33
1,BLR-BTM,2026-08-07,20260807,2026-08,Friday,False,16,0,16,14,1,61596.96,3079.85,64676.81,5565.43,56031.53,87.50,87.50,0.00,4399.78,4650.83,3849.81
1,BLR-BTM,2025-05-24,20250524,2025-05,Saturday,True,14,2,16,7,1,26697.43,3203.70,29901.13,2949.61,23747.82,50.00,43.75,6.25,3813.92,4307.43,1906.96
2,BLR-KOR,2026-02-18,20260218,2026-02,Wednesday,False,14,0,14,12,1,55794.29,2789.71,58584.00,3555.50,52238.79,85.71,85.71,0.00,4649.52,4870.48,3985.31
2,BLR-KOR,2026-02-05,20260205,2026-02,Thursday,False,14,0,14,14,1,65281.44,3264.08,68545.52,6223.44,59058.00,100.00,100.00,0.00,4662.96,4905.73,4662.96
2,BLR-KOR,2026-05-31,20260531,2026-05,Sunday,True,14,0,14,14,0,63695.04,4205.82,67900.86,2611.22,61083.82,100.00,100.00,0.00,4549.65,4549.65,4549.65
3,BLR-HSR,2026-04-08,20260408,2026-04,Wednesday,False,10,0,10,4,0,14979.91,748.99,15728.90,602.68,14377.23,40.00,40.00,0.00,3744.98,3744.98,1497.99
3,BLR-HSR,2026-04-05,20260405,2026-04,Sunday,True,9,1,10,2,0,8017.21,400.86,8418.07,1471.78,6545.43,22.22,20.00,2.22,4008.61,4008.61,890.80
2,BLR-KOR,2025-08-15,20250815,2025-08,Friday,False,12,2,14,12,0,59435.03,7594.81,67029.84,4433.00,55002.03,100.00,85.71,14.29,4952.92,4952.92,4952.92
2,BLR-KOR,2025-04-13,20250413,2025-04,Sunday,True,13,1,14,9,0,44971.08,5396.54,50367.62,4173.16,40797.92,69.23,64.29,4.95,4996.79,4996.79,3459.31
2,BLR-KOR,2026-04-06,20260406,2026-04,Monday,False,14,0,14,14,0,66522.15,3326.12,69848.27,7995.80,58526.35,100.00,100.00,0.00,4751.58,4751.58,4751.58
2,BLR-KOR,2026-05-08,20260508,2026-05,Friday,False,14,0,14,13,1,56853.35,2842.66,59696.01,3113.79,53739.56,92.86,92.86,0.00,4373.33,4660.99,4060.95
1,BLR-BTM,2026-01-02,20260102,2026-01,Friday,False,16,0,16,13,0,54143.55,2707.18,56850.73,5969.39,48174.16,81.25,81.25,0.00,4164.89,4164.89,3383.97
2,BLR-KOR,2026-05-09,20260509,2026-05,Saturday,True,14,0,14,9,0,43352.99,2167.65,45520.64,4001.92,39351.07,64.29,64.29,0.00,4817.00,4817.00,3096.64
3,BLR-HSR,2026-06-10,20260610,2026-06,Wednesday,False,10,0,10,7,0,28393.59,1419.68,29813.27,2251.49,26142.10,70.00,70.00,0.00,4056.23,4056.23,2839.36
2,BLR-KOR,2026-07-11,20260711,2026-07,Saturday,True,14,0,14,14,0,69213.58,4484.31,73697.89,4003.21,65210.37,100.00,100.00,0.00,4943.83,4943.83,4943.83
1,BLR-BTM,2025-10-02,20251002,2025-10,Thursday,False,16,0,16,16,0,71196.41,3559.83,74756.24,5211.18,65985.23,100.00,100.00,0.00,4449.78,4449.78,4449.78
3,BLR-HSR,2026-04-21,20260421,2026-04,Tuesday,False,9,1,10,8,0,29368.41,1468.43,30836.84,3140.62,26227.79,88.89,80.00,8.89,3671.05,3671.05,3263.16
2,BLR-KOR,2025-03-22,20250322,2025-03,Saturday,True,14,0,14,10,0,46282.84,5553.93,51836.77,3611.94,42670.90,71.43,71.43,0.00,4628.28,4628.28,3305.92
2,BLR-KOR,2025-08-29,20250829,2025-08,Friday,False,14,0,14,9,0,45486.05,5458.32,50944.37,3789.55,41696.50,64.29,64.29,0.00,5054.01,5054.01,3249.00
1,BLR-BTM,2025-03-31,20250331,2025-03,Monday,False,16,0,16,13,0,52563.72,6307.65,58871.37,5505.83,47057.89,81.25,81.25,0.00,4043.36,4043.36,3285.23
3,BLR-HSR,2026-04-17,20260417,2026-04,Friday,False,9,1,10,5,0,17080.39,854.01,17934.40,930.78,16149.61,55.56,50.00,5.56,3416.08,3416.08,1897.82
1,BLR-BTM,2025-02-14,20250214,2025-02,Friday,False,15,1,16,11,0,47149.11,5657.90,52807.01,822.30,46326.81,73.33,68.75,4.58,4286.28,4286.28,3143.27
2,BLR-KOR,2025-08-26,20250826,2025-08,Tuesday,False,12,2,14,8,1,32795.25,3935.42,36730.67,4420.58,28374.67,66.67,57.14,9.52,4099.41,4538.42,2732.94
1,BLR-BTM,2025-09-07,20250907,2025-09,Sunday,True,16,0,16,11,0,46460.85,5575.30,52036.15,4340.41,42120.44,68.75,68.75,0.00,4223.71,4223.71,2903.80
3,BLR-HSR,2026-08-03,20260803,2026-08,Monday,False,10,0,10,5,0,17854.74,892.74,18747.48,645.29,17209.45,50.00,50.00,0.00,3570.95,3570.95,1785.47
2,BLR-KOR,2025-06-02,20250602,2025-06,Monday,False,14,0,14,9,1,38039.94,4564.78,42604.72,1898.82,36141.12,64.29,64.29,0.00,4226.66,4600.74,2717.14
1,BLR-BTM,2025-12-13,20251213,2025-12,Saturday,True,14,2,16,13,0,55125.43,2756.29,57881.72,4016.72,51108.71,92.86,81.25,11.61,4240.42,4240.42,3937.53
3,BLR-HSR,2026-03-05,20260305,2026-03,Thursday,False,10,0,10,2,0,6789.25,339.47,7128.72,579.66,6209.59,20.00,20.00,0.00,3394.63,3394.63,678.93
2,BLR-KOR,2025-10-22,20251022,2025-10,Wednesday,False,12,2,14,9,0,43122.04,2156.10,45278.14,3413.16,39708.88,75.00,64.29,10.71,4791.34,4791.34,3593.50
2,BLR-KOR,2025-03-01,20250301,2025-03,Saturday,True,14,0,14,5,0,24966.19,2995.93,27962.12,2015.20,22950.99,35.71,35.71,0.00,4993.24,4993.24,1783.30
1,BLR-BTM,2025-09-17,20250917,2025-09,Wednesday,False,16,0,16,15,0,67089.74,8050.76,75140.50,7826.92,59262.82,93.75,93.75,0.00,4472.65,4472.65,4193.11
