payment_key,payment_id,booking_key,payment_date,settlement_date,method,gross_amount_inr,gateway_fee_inr,gst_on_fee_inr,net_credited_inr,status,is_orphan_reference
3382,PAY0003382,3941.0,2026-03-27,2026-03-29,ota_collect,3554.09,71.08,12.79,3470.22,settled,False
3383,PAY0003383,3942.0,2026-04-11,2026-04-20,upi,14522.86,290.46,52.28,14180.12,settled,False
3384,PAY0003384,3943.0,2026-04-09,2026-04-10,netbanking,17310.15,346.20,62.32,16901.63,settled,False
3385,PAY0003385,3944.0,2026-04-17,2026-04-24,netbanking,1017.08,20.34,3.66,993.08,settled,False
3386,PAY0003386,3945.0,2026-04-18,2026-04-18,card,9643.94,192.88,34.72,9416.34,settled,False
3387,PAY0003387,3947.0,2026-03-23,2026-04-07,upi,6609.38,132.19,23.79,6453.40,settled,False
3388,PAY0003388,3948.0,2026-04-13,2026-04-22,wallet,8443.58,168.87,30.40,8244.31,settled,False
3389,PAY0003389,3949.0,2026-04-12,2026-05-12,ota_collect,6302.86,126.06,22.69,6154.11,settled,False
3390,PAY0003390,3950.0,2026-04-15,2026-04-17,upi,21858.23,437.16,78.69,21342.38,settled,False
3391,PAY0003391,3951.0,2026-04-08,2026-04-23,wallet,19855.90,397.12,71.48,19387.30,settled,False
3392,PAY0003392,3952.0,2026-04-18,2026-04-18,ota_collect,10298.52,205.97,37.07,10055.48,settled,False
3393,PAY0003393,3953.0,2026-04-08,2026-05-08,card,23595.24,471.90,84.94,23038.40,settled,False
3394,PAY0003394,3954.0,2026-04-11,2026-04-26,wallet,3780.21,75.60,13.61,3691.00,settled,False
3395,PAY0003395,3955.0,2026-04-17,2026-04-19,upi,25661.24,513.22,92.38,25055.64,settled,False
3396,PAY0003396,3956.0,2026-04-08,2026-04-17,upi,5041.29,100.83,18.15,4922.31,settled,False
3397,PAY0003397,3957.0,2026-03-31,2026-04-30,wallet,2786.37,55.73,10.03,2720.61,settled,False
3398,PAY0003398,3958.0,2026-04-18,2026-05-18,card,34765.44,695.31,125.16,33944.97,settled,False
3399,PAY0003399,3959.0,2026-04-08,2026-04-17,upi,7382.34,147.65,26.58,7208.11,settled,False
3400,PAY0003400,3960.0,2026-03-29,2026-04-07,ota_collect,35335.35,706.71,127.21,34501.43,settled,False
3401,PAY0003401,3961.0,2026-04-18,2026-05-18,upi,18033.70,360.67,64.92,17608.11,settled,False
3402,PAY0003402,3962.0,2026-04-17,2026-04-17,wallet,7146.93,142.94,25.73,6978.26,settled,False
3403,PAY0003403,3963.0,2026-04-17,2026-04-26,ota_collect,3477.94,69.56,12.52,3395.86,settled,False
3404,PAY0003404,3964.0,2026-04-10,2026-04-25,upi,5317.05,106.34,19.14,5191.57,settled,False
3405,PAY0003405,3965.0,2026-04-20,2026-04-27,wallet,1032.80,20.66,3.72,1008.42,settled,False
3406,PAY0003406,3966.0,2026-04-17,2026-04-19,ota_collect,22495.90,449.92,80.99,21964.99,settled,False
3407,PAY0003407,3968.0,2026-02-22,2026-02-23,upi,4507.17,90.14,16.23,4400.80,settled,False
3408,PAY0003408,3969.0,2026-03-16,2026-03-17,netbanking,5314.21,106.28,19.13,5188.80,settled,False
3409,PAY0003409,3970.0,2026-04-13,2026-05-13,upi,65321.31,1306.43,235.16,63779.72,settled,False
3410,PAY0003410,3971.0,2026-04-16,2026-04-18,card,17218.79,344.38,61.99,16812.42,settled,False
3411,PAY0003411,3972.0,2026-04-18,2026-04-27,upi,3221.45,64.43,11.60,3145.42,settled,False
3412,PAY0003412,3973.0,2026-04-05,2026-04-20,cash,2732.07,0.00,0.00,2732.07,settled,False
3413,PAY0003413,3976.0,2026-03-28,2026-04-12,upi,4721.48,94.43,17.00,4610.05,settled,False
3414,PAY0003414,3977.0,2026-04-17,2026-05-17,ota_collect,20271.20,405.42,72.98,19792.80,settled,False
3415,PAY0003415,3978.0,2026-04-18,2026-05-18,card,18177.21,363.54,65.44,17748.23,settled,False
3416,PAY0003416,3979.0,2026-04-20,2026-04-22,card,14640.87,292.82,52.71,14295.34,settled,False
3417,PAY0003417,3980.0,2026-04-03,2026-04-12,ota_collect,3629.24,72.58,13.06,3543.60,settled,False
3418,PAY0003418,3981.0,2026-04-15,2026-04-17,upi,5482.19,109.64,19.74,5352.81,settled,False
3419,PAY0003419,3982.0,2026-04-18,2026-04-20,ota_collect,9906.84,198.14,35.67,9673.03,settled,False
3420,PAY0003420,3983.0,2026-04-21,2026-04-21,upi,12738.82,254.78,45.86,12438.18,settled,False
3421,PAY0003421,3984.0,2026-04-19,2026-05-19,wallet,12646.90,252.94,45.53,12348.43,settled,False
3422,PAY0003422,3985.0,2026-03-19,2026-04-03,ota_collect,13051.60,261.03,46.99,12743.58,settled,False
3423,PAY0003423,3986.0,2026-04-18,2026-05-03,upi,3815.10,76.30,13.73,3725.07,settled,False
3424,PAY0003424,3987.0,2026-04-11,2026-04-13,wallet,49222.41,984.45,177.20,48060.76,settled,False
3425,PAY0003425,3988.0,2026-04-19,2026-04-21,upi,37529.45,750.59,135.11,36643.75,settled,False
3426,PAY0003426,3989.0,2026-04-13,2026-04-15,ota_collect,7117.08,142.34,25.62,6949.12,settled,False
3427,PAY0003427,3990.0,2026-04-09,2026-04-24,upi,6669.06,133.38,24.01,6511.67,settled,False
3428,PAY0003428,3991.0,2026-04-19,2026-05-04,card,3718.02,74.36,13.38,3630.28,settled,False
3429,PAY0003429,3992.0,2026-04-22,2026-04-29,netbanking,1465.13,29.30,5.27,1430.56,settled,False
3430,PAY0003430,3995.0,2026-04-22,2026-04-29,upi,1522.06,30.44,5.48,1486.14,settled,False
3431,PAY0003431,3996.0,2026-04-20,2026-05-20,upi,7016.19,140.32,25.26,6850.61,settled,False
3432,PAY0003432,3997.0,2026-04-09,2026-04-18,upi,13692.52,273.85,49.29,13369.38,settled,False
3433,PAY0003433,3999.0,2026-03-27,2026-03-29,upi,10578.32,211.57,38.08,10328.67,settled,False
3434,PAY0003434,4000.0,2026-04-21,2026-04-23,ota_collect,7584.67,151.69,27.30,7405.68,settled,False
3435,PAY0003435,4001.0,2026-04-19,2026-05-19,card,29584.80,591.70,106.51,28886.59,settled,False
3436,PAY0003436,4002.0,2026-04-19,2026-05-19,upi,10319.32,206.39,37.15,10075.78,settled,False
3437,PAY0003437,4003.0,2026-04-06,2026-05-06,wallet,18637.38,372.75,67.09,18197.54,settled,False
3438,PAY0003438,4005.0,2026-04-20,2026-05-20,card,8237.56,164.75,29.65,8043.16,settled,False
3439,PAY0003439,4006.0,2026-03-30,2026-04-14,card,3730.76,74.62,13.43,3642.71,settled,False
3440,PAY0003440,4007.0,2026-04-13,2026-05-13,card,20371.96,407.44,73.34,19891.18,settled,False
3441,PAY0003441,4008.0,2026-04-22,2026-05-22,card,3835.16,76.70,13.81,3744.65,settled,False
3442,PAY0003442,4009.0,2026-04-18,2026-04-20,upi,23806.40,476.13,85.70,23244.57,settled,False
3443,PAY0003443,4010.0,2026-04-16,2026-04-17,upi,2999.22,59.98,10.80,2928.44,settled,False
3444,PAY0003444,4011.0,2026-04-24,2026-05-03,card,18114.80,362.30,65.21,17687.29,settled,False
3445,PAY0003445,4012.0,2026-04-20,2026-04-22,ota_collect,7059.78,141.20,25.42,6893.16,settled,False
3446,PAY0003446,4013.0,2026-04-09,2026-04-24,ota_collect,3147.33,62.95,11.33,3073.05,settled,False
3447,PAY0003447,4014.0,2026-04-21,2026-05-21,netbanking,7666.28,153.33,27.60,7485.35,settled,False
3448,PAY0003448,4015.0,2026-04-23,2026-05-02,card,7988.34,159.77,28.76,7799.81,settled,False
3449,PAY0003449,4016.0,2026-04-16,2026-05-01,upi,23637.18,472.74,85.09,23079.35,settled,False
3450,PAY0003450,4017.0,2026-04-14,2026-05-14,upi,80006.01,1600.12,288.02,78117.87,settled,False
3451,PAY0003451,4018.0,2026-04-23,2026-05-08,netbanking,4070.78,81.42,14.66,3974.70,settled,False
3452,PAY0003452,4019.0,2026-04-24,2026-05-24,upi,13450.36,269.01,48.42,13132.93,settled,False
3453,PAY0003453,4020.0,2026-04-21,2026-04-30,ota_collect,6628.19,132.56,23.86,6471.77,settled,False
3454,PAY0003454,4021.0,2026-04-17,2026-04-18,ota_collect,28066.92,561.34,101.04,27404.54,settled,False
3455,PAY0003455,4022.0,2026-04-20,2026-04-22,upi,28988.58,579.77,104.36,28304.45,settled,False
3456,PAY0003456,4023.0,2026-04-26,2026-05-03,wallet,881.09,17.62,3.17,860.30,settled,False
3457,PAY0003457,4024.0,2026-03-18,2026-03-19,cash,11815.02,0.00,0.00,11815.02,settled,False
3458,PAY0003458,4026.0,2026-04-16,2026-04-17,upi,5789.50,115.79,20.84,5652.87,settled,False
3459,PAY0003459,4027.0,2026-04-05,2026-05-05,netbanking,21066.24,421.32,75.84,20569.08,settled,False
3460,PAY0003460,4028.0,2026-04-13,2026-04-15,upi,63238.27,1264.77,227.66,61745.84,settled,False
3461,PAY0003461,4029.0,2026-04-09,2026-04-11,card,3640.34,72.81,13.11,3554.42,settled,False
3462,PAY0003462,4030.0,2026-03-28,2026-04-06,upi,5041.21,100.82,18.15,4922.24,settled,False
3463,PAY0003463,4031.0,2026-04-27,2026-05-04,wallet,1915.25,38.30,6.89,1870.06,settled,False
3464,PAY0003464,4032.0,2026-04-09,2026-04-10,upi,7944.72,158.89,28.60,7757.23,settled,False
3465,PAY0003465,4033.0,2026-04-11,2026-04-20,card,7037.26,140.75,25.33,6871.18,settled,False
3466,PAY0003466,4034.0,2026-04-20,2026-05-20,card,32386.86,647.74,116.59,31622.53,settled,False
3467,PAY0003467,4036.0,2026-04-09,2026-05-09,ota_collect,3745.90,74.92,13.49,3657.49,settled,False
3468,PAY0003468,4037.0,2026-04-27,2026-05-04,upi,1147.34,22.95,4.13,1120.26,settled,False
3469,PAY0003469,4038.0,2026-04-23,2026-05-23,ota_collect,13724.48,274.49,49.41,13400.58,settled,False
3470,PAY0003470,4039.0,2026-04-19,2026-05-19,upi,3206.59,64.13,11.54,3130.92,settled,False
3471,PAY0003471,4041.0,2026-04-22,2026-05-22,cash,4583.44,0.00,0.00,4583.44,settled,False
3472,PAY0003472,4042.0,2026-04-20,2026-04-29,upi,3942.68,78.85,14.19,3849.64,settled,False
3473,PAY0003473,4044.0,2026-04-09,2026-04-10,upi,17690.75,353.81,63.69,17273.25,settled,False
3474,PAY0003474,4045.0,2026-04-17,2026-04-26,upi,51459.38,1029.19,185.25,50244.94,settled,False
3475,PAY0003475,4046.0,2026-04-13,2026-05-13,ota_collect,7900.33,158.01,28.44,7713.88,settled,False
3476,PAY0003476,4047.0,2025-12-29,2025-12-30,ota_collect,20367.76,407.36,73.32,19887.08,settled,False
3477,PAY0003477,4049.0,2026-04-26,2026-05-05,upi,10499.70,209.99,37.80,10251.91,settled,False
3478,PAY0003478,4050.0,2026-04-29,2026-05-06,card,1340.94,26.82,4.83,1309.29,settled,False
3479,PAY0003479,4051.0,2026-04-01,2026-04-02,ota_collect,4086.50,81.73,14.71,3990.06,settled,False
3480,PAY0003480,4052.0,2026-04-27,2026-05-04,wallet,1232.31,24.65,4.44,1203.22,settled,False
3481,PAY0003481,4053.0,2026-04-28,2026-05-05,upi,1249.74,24.99,4.50,1220.25,settled,False
3482,PAY0003482,4054.0,2026-02-23,2026-03-04,upi,6705.34,134.11,24.14,6547.09,settled,False
3483,PAY0003483,4055.0,2026-04-26,2026-04-28,upi,7944.98,158.90,28.60,7757.48,settled,False
3484,PAY0003484,4056.0,2026-04-25,2026-05-25,upi,15298.92,305.98,55.08,14937.86,settled,False
3485,PAY0003485,4057.0,2026-04-22,2026-05-22,cash,12463.25,0.00,0.00,12463.25,settled,False
3486,PAY0003486,4058.0,2026-04-25,2026-05-25,ota_collect,17461.91,349.24,62.86,17049.81,settled,False
3487,PAY0003487,4059.0,2026-04-20,2026-04-22,netbanking,53532.08,1070.64,192.72,52268.72,settled,False
3488,PAY0003488,4060.0,2026-02-14,2026-02-23,upi,7323.13,146.46,26.36,7150.31,settled,False
3489,PAY0003489,4061.0,2026-04-25,2026-05-25,ota_collect,3946.83,78.94,14.21,3853.68,settled,False
3490,PAY0003490,4062.0,2026-04-29,2026-05-06,upi,1046.94,20.94,3.77,1022.23,settled,False
3491,PAY0003491,4063.0,2026-04-19,2026-04-28,upi,23540.50,470.81,84.75,22984.94,settled,False
3492,PAY0003492,4064.0,2026-04-27,2026-05-27,ota_collect,17293.91,345.88,62.26,16885.77,settled,False
3493,PAY0003493,4065.0,2026-04-29,2026-05-06,ota_collect,927.60,18.55,3.34,905.71,settled,False
3494,PAY0003494,4066.0,2026-04-27,2026-05-06,ota_collect,10365.96,207.32,37.32,10121.32,settled,False
3495,PAY0003495,4067.0,2026-04-26,2026-04-28,cash,3900.33,0.00,0.00,3900.33,settled,False
3496,PAY0003496,4068.0,2026-03-24,2026-04-08,card,8693.02,173.86,31.29,8487.87,settled,False
3497,PAY0003497,4072.0,2026-04-28,2026-05-13,upi,6930.08,138.60,24.95,6766.53,settled,False
3498,PAY0003498,4073.0,2026-04-27,2026-05-04,ota_collect,1232.65,24.65,4.44,1203.56,settled,False
3499,PAY0003499,4074.0,2026-04-27,2026-04-28,upi,3188.04,63.76,11.48,3112.80,settled,False
3500,PAY0003500,4075.0,2026-04-23,2026-05-23,upi,3091.59,61.83,11.13,3018.63,settled,False
3501,PAY0003501,4076.0,2026-04-14,2026-04-29,card,7215.98,144.32,25.98,7045.68,settled,False
3502,PAY0003502,4077.0,2026-04-24,2026-05-03,card,17145.07,342.90,61.72,16740.45,settled,False
3503,PAY0003503,4078.0,2026-04-15,2026-04-30,upi,3974.49,79.49,14.31,3880.69,settled,False
3504,PAY0003504,4079.0,2026-04-20,2026-04-29,ota_collect,7889.84,157.80,28.40,7703.64,settled,False
3505,PAY0003505,4080.0,2026-04-29,2026-05-29,upi,35986.44,719.73,129.55,35137.16,settled,False
3506,PAY0003506,4081.0,2026-04-09,2026-04-24,upi,3785.56,75.71,13.63,3696.22,settled,False
3507,PAY0003507,4082.0,2026-04-16,2026-05-01,upi,16560.60,331.21,59.62,16169.77,settled,False
3508,PAY0003508,4083.0,2026-03-25,2026-04-24,upi,4042.60,80.85,14.55,3947.20,settled,False
3509,PAY0003509,4084.0,2026-04-27,2026-05-12,ota_collect,3342.83,66.86,12.03,3263.94,settled,False
3510,PAY0003510,4085.0,2026-05-01,2026-05-31,ota_collect,23625.18,472.50,85.05,23067.63,settled,False
3511,PAY0003511,4086.0,2026-04-26,2026-04-28,ota_collect,4246.56,84.93,15.29,4146.34,settled,False
3512,PAY0003512,,2026-04-13,2026-05-13,upi,4010.56,80.21,14.44,3915.91,settled,True
3513,PAY0003513,4088.0,2026-04-13,2026-04-14,ota_collect,14150.91,283.02,50.94,13816.95,settled,False
3514,PAY0003514,4089.0,2026-04-22,2026-05-07,ota_collect,4239.93,84.80,15.26,4139.87,settled,False
3515,PAY0003515,4090.0,2026-05-02,2026-06-01,upi,6325.92,126.52,22.77,6176.63,settled,False
3516,PAY0003516,4091.0,2026-04-25,2026-04-27,ota_collect,25096.74,501.93,90.35,24504.46,settled,False
3517,PAY0003517,4092.0,2026-04-30,2026-05-02,netbanking,3711.94,74.24,13.36,3624.34,settled,False
3518,PAY0003518,4094.0,2026-04-25,2026-05-04,netbanking,16196.78,323.94,58.31,15814.53,settled,False
3519,PAY0003519,4095.0,2026-04-26,2026-05-05,ota_collect,7303.52,146.07,26.29,7131.16,settled,False
3520,PAY0003520,4096.0,2026-04-29,2026-05-29,ota_collect,52495.60,1049.91,188.98,51256.71,settled,False
3521,PAY0003521,4097.0,2026-05-02,2026-06-01,netbanking,12266.02,245.32,44.16,11976.54,settled,False
3522,PAY0003522,4099.0,2026-05-01,2026-05-03,card,19586.72,391.73,70.51,19124.48,settled,False
3523,PAY0003523,4100.0,2026-04-25,2026-05-25,card,40782.20,815.64,146.82,39819.74,settled,False
3524,PAY0003524,4101.0,2026-04-26,2026-05-11,ota_collect,3403.93,68.08,12.25,3323.60,settled,False
3525,PAY0003525,4102.0,2026-04-15,2026-04-16,upi,65176.91,1303.54,234.64,63638.73,settled,False
3526,PAY0003526,4103.0,2026-04-24,2026-05-03,card,8955.54,179.11,32.24,8744.19,settled,False
3527,PAY0003527,4104.0,2026-04-29,2026-05-08,upi,3377.45,67.55,12.16,3297.74,settled,False
3528,PAY0003528,4105.0,2026-04-17,2026-04-26,upi,9881.22,197.62,35.57,9648.03,settled,False
3529,PAY0003529,4106.0,2026-05-02,2026-05-09,upi,1177.03,23.54,4.24,1149.25,settled,False
3530,PAY0003530,4107.0,2026-04-26,2026-05-05,card,3912.20,78.24,14.08,3819.88,settled,False
3531,PAY0003531,4108.0,2026-05-01,2026-05-31,card,22309.70,446.19,80.31,21783.20,settled,False
3532,PAY0003532,4109.0,2026-03-03,2026-04-02,ota_collect,3179.93,63.60,11.45,3104.88,settled,False
3533,PAY0003533,4111.0,2026-05-02,2026-06-01,cash,69011.20,0.00,0.00,69011.20,settled,False
3534,PAY0003534,4112.0,2026-04-30,2026-05-30,upi,3877.44,77.55,13.96,3785.93,settled,False
3535,PAY0003535,4113.0,2026-04-30,2026-05-30,card,44995.68,899.91,161.98,43933.79,settled,False
3536,PAY0003536,4114.0,2026-04-21,2026-05-21,cash,10785.84,0.00,0.00,10785.84,settled,False
3537,PAY0003537,4115.0,2026-04-28,2026-05-13,netbanking,5361.88,107.24,19.30,5235.34,settled,False
3538,PAY0003538,4116.0,2026-05-04,2026-06-03,upi,9218.68,184.37,33.19,9001.12,settled,False
3539,PAY0003539,4117.0,2026-05-04,2026-05-11,upi,1183.61,23.67,4.26,1155.68,settled,False
3540,PAY0003540,4118.0,2026-04-30,2026-05-30,ota_collect,3482.45,69.65,12.54,3400.26,settled,False
3541,PAY0003541,4119.0,2026-05-04,2026-06-03,wallet,44542.32,890.85,160.35,43491.12,settled,False
3542,PAY0003542,4120.0,2026-05-05,2026-05-12,ota_collect,1071.47,21.43,3.86,1046.18,settled,False
3543,PAY0003543,4121.0,2026-04-13,2026-05-13,ota_collect,17708.32,354.17,63.75,17290.40,settled,False
3544,PAY0003544,4122.0,2026-05-01,2026-05-02,upi,17639.52,352.79,63.50,17223.23,settled,False
3545,PAY0003545,4123.0,2026-04-30,2026-05-30,ota_collect,17232.96,344.66,62.04,16826.26,settled,False
3546,PAY0003546,4124.0,2026-04-26,2026-05-26,ota_collect,17868.00,357.36,64.32,17446.32,settled,False
3547,PAY0003547,4125.0,2026-05-05,2026-05-12,upi,2141.94,42.84,7.71,2091.39,settled,False
3548,PAY0003548,4126.0,2026-05-02,2026-05-04,ota_collect,3924.50,78.49,14.13,3831.88,settled,False
3549,PAY0003549,4127.0,2026-04-30,2026-05-09,upi,36040.90,720.82,129.75,35190.33,settled,False
3550,PAY0003550,4128.0,2026-05-06,2026-05-13,card,960.08,19.20,3.46,937.42,settled,False
3551,PAY0003551,4129.0,2026-05-04,2026-05-06,ota_collect,16865.72,337.31,60.72,16467.69,settled,False
3552,PAY0003552,4130.0,2026-05-04,2026-06-03,upi,7672.85,153.46,27.62,7491.77,settled,False
3553,PAY0003553,4131.0,2026-04-21,2026-05-06,ota_collect,3747.89,74.96,13.49,3659.44,settled,False
3554,PAY0003554,4132.0,2026-05-05,2026-05-12,upi,1421.40,28.43,5.12,1387.85,settled,False
3555,PAY0003555,4133.0,2026-05-01,2026-05-10,ota_collect,43764.24,875.28,157.55,42731.41,settled,False
3556,PAY0003556,4134.0,2026-04-18,2026-04-19,upi,4091.95,81.84,14.73,3995.38,settled,False
3557,PAY0003557,4135.0,2026-05-04,2026-05-13,wallet,13887.03,277.74,49.99,13559.30,settled,False
3558,PAY0003558,4136.0,2026-05-05,2026-05-07,upi,8522.92,170.46,30.68,8321.78,settled,False
3559,PAY0003559,4137.0,2026-05-03,2026-06-02,ota_collect,10162.80,203.26,36.59,9922.95,settled,False
3560,PAY0003560,4138.0,2026-05-04,2026-05-19,upi,6726.45,134.53,24.22,6567.70,settled,False
3561,PAY0003561,4139.0,2026-05-03,2026-06-02,upi,8958.02,179.16,32.25,8746.61,settled,False
3562,PAY0003562,4140.0,2026-04-28,2026-05-07,ota_collect,6449.09,128.98,23.22,6296.89,settled,False
3563,PAY0003563,4141.0,2026-04-25,2026-05-10,cash,3229.60,0.00,0.00,3229.60,settled,False
3564,PAY0003564,4142.0,2026-05-03,2026-05-18,ota_collect,17682.05,353.64,63.66,17264.75,settled,False
3565,PAY0003565,4143.0,2026-04-22,2026-04-24,upi,2861.94,57.24,10.30,2794.40,settled,False
3566,PAY0003566,4144.0,2026-04-12,2026-04-27,upi,6576.57,131.53,23.68,6421.36,settled,False
3567,PAY0003567,4145.0,2026-05-07,2026-06-06,netbanking,24571.08,491.42,88.46,23991.20,settled,False
3568,PAY0003568,4146.0,2026-04-29,2026-05-29,ota_collect,6091.99,121.84,21.93,5948.22,settled,False
3569,PAY0003569,4148.0,2026-05-03,2026-05-05,ota_collect,3863.20,77.26,13.91,3772.03,settled,False
3570,PAY0003570,4149.0,2026-04-17,2026-05-17,card,12416.49,248.33,44.70,12123.46,settled,False
3571,PAY0003571,4150.0,2026-05-05,2026-05-07,upi,4971.33,99.43,17.90,4854.00,settled,False
3572,PAY0003572,4151.0,2026-05-09,2026-05-16,ota_collect,921.49,18.43,3.32,899.74,settled,False
3573,PAY0003573,4152.0,2026-04-14,2026-05-14,ota_collect,9334.14,186.68,33.60,9113.86,settled,False
3574,PAY0003574,4153.0,2026-05-07,2026-06-06,netbanking,11540.94,230.82,41.55,11268.57,settled,False
3575,PAY0003575,4154.0,2026-04-24,2026-05-24,upi,31234.50,624.69,112.44,30497.37,settled,False
3576,PAY0003576,4155.0,2026-04-27,2026-05-27,ota_collect,96828.56,1936.57,348.58,94543.41,settled,False
3577,PAY0003577,4156.0,2026-04-29,2026-05-29,wallet,19038.16,380.76,68.54,18588.86,settled,False
3578,PAY0003578,4157.0,2026-04-29,2026-05-14,netbanking,3151.78,63.04,11.35,3077.39,settled,False
3579,PAY0003579,4158.0,2026-05-08,2026-06-07,ota_collect,3747.54,74.95,13.49,3659.10,settled,False
3580,PAY0003580,4159.0,2026-04-23,2026-05-23,upi,8756.02,175.12,31.52,8549.38,settled,False
3581,PAY0003581,4161.0,2026-04-26,2026-04-27,ota_collect,5266.39,105.33,18.96,5142.10,settled,False
3582,PAY0003582,4162.0,2026-05-04,2026-06-03,ota_collect,3712.20,74.24,13.36,3624.60,settled,False
3583,PAY0003583,4163.0,2026-05-03,2026-06-02,card,46392.48,927.85,167.01,45297.62,settled,False
3584,PAY0003584,4164.0,2026-04-28,2026-04-30,card,12250.48,245.01,44.10,11961.37,settled,False
3585,PAY0003585,4166.0,2026-04-26,2026-05-26,ota_collect,28902.67,578.05,104.05,28220.57,settled,False
3586,PAY0003586,4167.0,2026-05-09,2026-05-24,ota_collect,5680.70,113.61,20.45,5546.64,settled,False
3587,PAY0003587,4168.0,2026-05-06,2026-05-21,ota_collect,7942.68,158.85,28.59,7755.24,settled,False
3588,PAY0003588,4169.0,2026-05-09,2026-06-08,upi,3033.14,60.66,10.92,2961.56,settled,False
3589,PAY0003589,4170.0,2026-05-05,2026-06-04,ota_collect,4019.99,80.40,14.47,3925.12,settled,False
3590,PAY0003590,4172.0,2026-05-06,2026-06-05,card,22693.23,453.86,81.69,22157.68,settled,False
3591,PAY0003591,4173.0,2026-05-06,2026-05-08,ota_collect,3991.48,79.83,14.37,3897.28,settled,False
3592,PAY0003592,4174.0,2026-05-06,2026-05-21,netbanking,8400.68,168.01,30.24,8202.43,settled,False
3593,PAY0003593,4175.0,2026-05-11,2026-05-11,upi,16595.59,331.91,59.74,16203.94,settled,False
3594,PAY0003594,4176.0,2026-05-10,2026-06-09,card,26359.27,527.19,94.89,25737.19,settled,False
3595,PAY0003595,4177.0,2026-04-30,2026-05-15,netbanking,26660.40,533.21,95.98,26031.21,settled,False
3596,PAY0003596,4178.0,2026-03-30,2026-03-31,card,30793.49,615.87,110.86,30066.76,settled,False
3597,PAY0003597,4179.0,2026-04-06,2026-04-15,ota_collect,3909.17,78.18,14.07,3816.92,settled,False
3598,PAY0003598,4181.0,2026-04-28,2026-05-07,upi,5349.71,106.99,19.26,5223.46,settled,False
3599,PAY0003599,4182.0,2026-05-11,2026-05-20,cash,3467.12,0.00,0.00,3467.12,settled,False
3600,PAY0003600,4183.0,2026-04-23,2026-05-08,upi,14929.28,298.59,53.75,14576.94,settled,False
3601,PAY0003601,4184.0,2026-05-08,2026-05-10,upi,31781.15,635.62,114.41,31031.12,settled,False
3602,PAY0003602,4185.0,2026-04-21,2026-04-22,upi,10088.62,201.77,36.32,9850.53,settled,False
3603,PAY0003603,4186.0,2026-05-06,2026-05-21,upi,3456.65,69.13,12.44,3375.08,settled,False
3604,PAY0003604,4187.0,2026-05-13,2026-05-20,upi,1125.93,22.52,4.05,1099.36,settled,False
3605,PAY0003605,4188.0,2026-03-31,2026-04-09,ota_collect,3803.52,76.07,13.69,3713.76,settled,False
3606,PAY0003606,4189.0,2026-05-08,2026-05-10,card,7284.81,145.70,26.23,7112.88,settled,False
3607,PAY0003607,4190.0,2026-04-27,2026-04-29,ota_collect,5384.99,107.70,19.39,5257.90,settled,False
3608,PAY0003608,4191.0,2026-05-12,2026-06-11,card,37127.79,742.56,133.66,36251.57,settled,False
3609,PAY0003609,4192.0,2026-05-06,2026-05-08,card,4257.67,85.15,15.33,4157.19,settled,False
3610,PAY0003610,4194.0,2026-05-12,2026-05-27,card,4191.08,83.82,15.09,4092.17,settled,False
3611,PAY0003611,4196.0,2026-05-06,2026-06-05,ota_collect,9354.68,187.09,33.68,9133.91,settled,False
3612,PAY0003612,4197.0,2026-05-04,2026-05-13,upi,9394.94,187.90,33.82,9173.22,settled,False
3613,PAY0003613,4198.0,2026-05-13,2026-05-20,upi,2173.61,43.47,7.82,2122.32,settled,False
3614,PAY0003614,4199.0,2026-05-09,2026-05-11,ota_collect,3200.11,64.00,11.52,3124.59,settled,False
3615,PAY0003615,4200.0,2026-04-29,2026-05-14,cash,11576.90,0.00,0.00,11576.90,settled,False
3616,PAY0003616,4201.0,2026-05-12,2026-06-11,upi,15964.59,319.29,57.47,15587.83,settled,False
3617,PAY0003617,4202.0,2026-05-08,2026-05-10,card,11224.35,224.49,40.41,10959.45,settled,False
3618,PAY0003618,4203.0,2026-05-10,2026-05-12,upi,23815.80,476.32,85.74,23253.74,settled,False
3619,PAY0003619,4204.0,2026-04-21,2026-04-30,upi,14163.79,283.28,50.99,13829.52,settled,False
3620,PAY0003620,4205.0,2026-05-03,2026-05-12,ota_collect,7575.42,151.51,27.27,7396.64,settled,False
3621,PAY0003621,4207.0,2026-05-12,2026-06-11,wallet,26808.83,536.18,96.51,26176.14,settled,False
3622,PAY0003622,4208.0,2026-05-07,2026-05-22,ota_collect,13587.30,271.75,48.91,13266.64,settled,False
3623,PAY0003623,4209.0,2026-05-14,2026-05-21,ota_collect,1136.05,22.72,4.09,1109.24,settled,False
3624,PAY0003624,4210.0,2026-05-10,2026-06-09,upi,14770.96,295.42,53.18,14422.36,settled,False
3625,PAY0003625,4212.0,2026-05-12,2026-05-19,netbanking,1623.92,32.48,5.85,1585.59,settled,False
3626,PAY0003626,4213.0,2026-04-28,2026-05-07,card,6395.70,127.91,23.02,6244.77,settled,False
3627,PAY0003627,4214.0,2026-05-11,2026-06-10,card,9191.62,183.83,33.09,8974.70,settled,False
3628,PAY0003628,4215.0,2026-05-14,2026-05-21,ota_collect,1340.50,26.81,4.83,1308.86,settled,False
3629,PAY0003629,4216.0,2026-05-13,2026-06-12,upi,26059.39,521.19,93.81,25444.39,settled,False
3630,PAY0003630,4217.0,2026-05-09,2026-06-08,upi,9162.25,183.25,32.98,8946.02,settled,False
